="Linear regression: Dependent variable ln_welfare_perc"
="",="(0.108)",=""
="Jumla",="-0.131",="-0.440"
="",="(0.107)",="(0.353)"
="Kalikot",="-0.508***",="-0.608***"
="",="(0.107)",="(0.0235)"
="Mugu",="-0.0754",="0.183***"
="",="(0.107)",="(0.0141)"
="Humla",="-0.626***",=""
="",="(0.107)",=""
="Bajura",="-0.255*",="-0.589"
="",="(0.127)",="(0.317)"
="Bajhang",="-0.0428",="-0.375***"
="",="(0.117)",="(0.0787)"
="Doti",="-0.466***",="-0.437***"
="",="(0.128)",="(0.0720)"
="Kailali",="-0.144",="-0.391***"
="",="(0.135)",="(0.0832)"
="Kanchanpur",="-0.156",="-0.411***"
="",="(0.203)",="(0.0603)"
="Dandheldhura",="-0.596***",="-0.298***"
="",="(0.108)",="(0.0763)"
="Baitadi",="-0.393***",="-0.423***"
="",="(0.111)",="(0.0719)"
="Darchula",="-0.371*",="-0.238**"
="",="(0.152)",="(0.0724)"
="Rasuwa",="",="-0.00249"
="",="",="(0.0121)"
="Achham",="",="-0.106"
="",="",="(0.0549)"
="Constant",="-0.182",="0.395***"
="",="(0.151)",="(0.0778)"
="Observations",="3912",="5987"
="R-squared",="0.431",="0.305"
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
